id sire dam EBV sex
6175 3866 4641  -2.63137742 2
6176 3866 4641  -1.87932529 1
6177 3866 4150  1.73990129 2
6178 3866 4150  8.42983631 2
6179 4617 3479  3.14742090 2
6180 4617 3479  0.47115422 2
6181 3205 3945  6.31017139 2
6182 3205 3945  6.86022186 2
6183 4558 4710  0.39707653 2
6184 4558 4710  4.98569015 2
6185 3555 4678  -1.26132299 2
6186 3555 4678  -0.71186478 2
6187 3228 4414  6.83609349 2
6188 3228 4414  7.91740009 2
6189 4383 3545  11.39649436 2
6190 4383 3545  9.33293398 2
6191 3959 4247  3.68544538 1
6192 3959 4247  5.33371447 2
6193 3621 4850  -8.26017024 2
6194 3621 4850  -0.87979096 1
6195 3960 4635  10.59642903 2
6196 3960 4635  10.64134488 2
6197 4822 4398  5.83913494 2
6198 4822 4398  1.78116845 2
6199 3230 4825  7.86884358 2
6200 3230 4825  5.10355194 1
6201 4412 4126  3.17527234 2
6202 4412 4126  2.24040562 2
6203 3793 3752  -1.70695380 1
6204 3793 3752  -2.69649886 2
6205 3363 3563  12.39271144 2
6206 3363 3563  14.41233244 2
6207 3820 3918  0.27226231 2
6208 3820 3918  -1.31998082 2
6209 4412 3119  2.82408969 1
6210 4412 3119  2.61490254 1
6211 5054 3233  6.58650934 2
6212 5054 3233  10.94426867 1
6213 3816 4820  5.56868935 2
6214 3816 4820  4.04686825 1
6215 4279 4572  -0.19376428 1
6216 4279 4572  6.94342441 1
6217 5005 3707  4.72775825 2
6218 5005 3707  6.23869060 2
6219 4617 4035  -1.61637080 1
6220 4617 4035  5.19858387 2
6221 3184 3485  -3.88932293 2
6222 3184 3485  1.15235398 2
6223 4456 3871  0.31633322 1
6224 4456 3871  3.19161643 2
6225 3522 3423  -3.40051574 2
6226 3522 3423  0.72773713 2
6227 4822 4461  -0.63524467 2
6228 4822 4461  -3.10230930 1
6229 4383 4119  14.33303781 2
6230 4383 4119  16.30466492 2
6231 4029 4263  6.83436783 2
6232 4029 4263  4.29392325 1
6233 3658 3741  -9.85370960 2
6234 3658 3741  -6.32194839 1
6235 4905 3952  3.12060856 1
6236 4905 3952  -2.06815910 2
6237 4708 4800  3.61410874 1
6238 4708 4800  5.88432300 2
6239 3194 3938  -5.66707700 2
6240 3194 3938  1.00975617 2
6241 4661 4765  -2.69258465 2
6242 4661 4765  0.12195169 2
6243 3939 4340  4.47541181 2
6244 3939 4340  2.39510304 2
6245 3533 4442  8.17700298 2
6246 3533 4442  7.72655126 2
6247 3596 3186  3.64018586 2
6248 3596 3186  3.73085366 2
6249 4842 4287  -2.12599211 1
6250 4842 4287  4.96281963 2
6251 3621 4351  -1.26210969 2
6252 3621 4351  -0.65876613 1
6253 3445 3520  5.71478534 2
6254 3445 3520  5.87849004 2
6255 3793 3572  7.50902807 1
6256 3793 3572  6.38622776 2
6257 4651 3292  3.84793653 1
6258 4651 3292  3.65414409 2
6259 3621 3751  -6.09753796 1
6260 3621 3751  -7.33148133 2
6261 3252 3967  5.21049695 2
6262 3252 3967  8.16184530 2
6263 4742 3998  10.97295824 1
6264 4742 3998  9.77294419 2
6265 4164 4988  -5.44113988 2
6266 4164 4988  -7.82959525 2
6267 5054 3179  -3.84037873 2
6268 5054 3179  -6.61653476 2
6269 3399 3773  6.81985880 1
6270 3399 3773  6.51439720 2
6271 3279 3188  -7.12359626 1
6272 3279 3188  -8.93022021 2
6273 4275 3678  5.54509746 2
6274 4275 3678  12.08254305 2
6275 5005 4271  5.61848552 2
6276 5005 4271  -0.26346494 2
6277 3820 3503  6.01459361 2
6278 3820 3503  1.14765897 2
6279 3565 3218  4.72589626 2
6280 3565 3218  7.90836993 2
6281 4554 3276  4.17317255 2
6282 4554 3276  -0.16741443 2
6283 3705 4003  -0.59915664 2
6284 3705 4003  -0.39205940 1
6285 3522 5065  0.09683859 2
6286 3522 5065  5.09901966 2
6287 4223 3468  1.57831511 2
6288 4223 3468  -3.68583749 2
6289 3705 4471  0.79613037 2
6290 3705 4471  3.86990369 1
6291 4304 4021  11.43000883 1
6292 4304 4021  13.29607804 2
6293 4164 4922  -4.93448003 2
6294 4164 4922  1.04527744 2
6295 4719 4788  -3.32191027 2
6296 4719 4788  -3.02814929 2
6297 4621 3701  6.09642897 2
6298 4621 3701  10.27477399 2
6299 4100 3925  1.35775120 2
6300 4100 3925  2.73278926 2
6301 3939 3278  1.26264949 2
6302 3939 3278  2.94624736 2
6303 3990 4929  1.31400821 2
6304 3990 4929  5.99563226 2
6305 4651 4625  0.08260109 2
6306 4651 4625  -2.96892176 2
6307 3555 3397  0.45867172 2
6308 3555 3397  -0.28107996 2
6309 4095 4673  9.42931468 1
6310 4095 4673  4.49192352 2
6311 3793 4019  -7.16660468 1
6312 3793 4019  -4.20492673 2
6313 3820 3547  8.90056364 2
6314 3820 3547  3.21844879 2
6315 4275 4112  0.07227284 2
6316 4275 4112  3.75342574 2
6317 3866 4896  4.64905140 2
6318 3866 4896  2.69101380 2
6319 4905 4815  5.13695956 1
6320 4905 4815  -0.23367817 1
6321 3533 4804  10.31742404 2
6322 3533 4804  8.68743794 2
6323 4412 3917  -5.57953362 2
6324 4412 3917  -0.94479511 2
6325 3669 3813  10.22600614 2
6326 3669 3813  11.79631915 2
6327 3698 4188  -0.99647807 2
6328 3698 4188  -1.11635192 2
6329 4100 4528  0.54334129 2
6330 4100 4528  -0.69704034 2
6331 4484 4204  -0.03252734 2
6332 4484 4204  0.61318337 2
6333 3184 4967  -13.32762469 2
6334 3184 4967  -13.15462702 2
6335 3363 4868  9.19633221 1
6336 3363 4868  13.91262810 2
6337 4029 3487  11.24200748 2
6338 4029 3487  11.47326898 2
6339 4852 4015  1.42734419 1
6340 4852 4015  7.74043157 1
6341 5035 4422  -5.86419265 1
6342 5035 4422  -5.84869731 2
6343 4344 3956  8.70044951 1
6344 4344 3956  7.68840379 2
6345 3363 3924  8.28306460 2
6346 3363 3924  2.83350354 2
6347 3634 4267  8.38138420 1
6348 3634 4267  2.52881730 2
6349 3228 4859  8.07018893 2
6350 3228 4859  7.46652479 2
6351 3621 3722  -1.39528921 2
6352 3621 3722  -6.46855676 2
6353 4842 4803  3.38664279 2
6354 4842 4803  10.69876026 1
6355 3230 3969  -1.76281682 2
6356 3230 3969  -3.97729007 2
6357 4304 4954  12.77350828 2
6358 4304 4954  9.42474587 2
6359 3911 3333  2.29729998 2
6360 3911 3333  1.36288303 2
6361 5014 4241  2.16010625 2
6362 5014 4241  2.34300382 2
6363 4172 4169  8.04227931 2
6364 4172 4169  8.66400321 1
6365 3963 4979  8.60830126 2
6366 3963 4979  4.60924790 2
6367 3316 4740  -1.34406711 2
6368 3316 4740  5.35380985 2
6369 4039 4194  1.80619863 1
6370 4039 4194  0.36266556 2
6371 3658 3219  11.41759512 2
6372 3658 3219  -2.01505691 2
6373 4957 5084  4.17588471 1
6374 4957 5084  -2.75606724 2
6375 4456 4138  7.43608835 2
6376 4456 4138  4.83304576 2
6377 3634 4772  -1.52142390 2
6378 3634 4772  -3.30674029 2
6379 4172 3377  5.99454073 2
6380 4172 3377  3.96347168 1
6381 3921 3493  3.34193673 2
6382 3921 3493  5.36491545 2
6383 4719 4078  -0.42333112 1
6384 4719 4078  -4.22854526 2
6385 4056 3996  3.62739784 2
6386 4056 3996  -2.29256864 2
6387 3793 3845  3.02773327 2
6388 3793 3845  0.36942086 2
6389 3363 3886  8.04655333 1
6390 3363 3886  8.19242444 2
6391 3846 3132  3.54696324 2
6392 3846 3132  2.03490998 2
6393 4275 3409  5.76069298 2
6394 4275 3409  4.26241554 1
6395 4446 3373  8.21458724 2
6396 4446 3373  8.37626743 2
6397 4973 4875  -7.52950289 2
6398 4973 4875  -4.50649324 2
6399 3432 4219  -0.01424645 2
6400 3432 4219  7.26389441 2
6401 4135 4154  6.43535935 2
6402 4135 4154  9.48690334 2
6403 4905 3760  4.17294733 2
6404 4905 3760  3.94011171 2
6405 4973 3962  8.56445968 1
6406 4973 3962  6.54403630 1
6407 4344 3297  10.95359101 2
6408 4344 3297  10.57541372 2
6409 3565 5038  -3.96492751 2
6410 3565 5038  -4.76144744 2
6411 4903 4299  3.66629962 2
6412 4903 4299  1.45266936 1
6413 4574 3322  1.16302589 1
6414 4574 3322  1.44011451 2
6415 4969 4801  0.46936358 2
6416 4969 4801  4.96773076 2
6417 4719 4108  0.49955316 2
6418 4719 4108  -3.43410087 1
6419 3921 4009  3.97728154 2
6420 3921 4009  7.38246643 2
6421 3190 3841  1.77530813 2
6422 3190 3841  0.44923807 2
6423 3705 3973  0.04317254 2
6424 3705 3973  -5.05652062 2
6425 4842 3872  3.62996582 2
6426 4842 3872  6.19624676 2
6427 3522 4226  -0.89458557 1
6428 3522 4226  -5.63885092 2
6429 3658 4920  -0.23729803 2
6430 3658 4920  2.60726281 1
6431 4623 3456  5.21523294 2
6432 4623 3456  8.87938292 1
6433 3959 4143  10.46720605 2
6434 3959 4143  10.87159213 1
6435 5018 3199  8.08803463 2
6436 5018 3199  3.15640255 2
6437 4621 4595  8.80736150 2
6438 4621 4595  7.22651242 2
6439 4905 3454  -4.15398259 1
6440 4905 3454  -1.71089279 2
6441 5066 4264  8.16403616 2
6442 5066 4264  10.70804460 1
6443 4095 5095  14.85784085 1
6444 4095 5095  15.02724929 2
6445 3445 3490  2.14287089 2
6446 3445 3490  3.89457891 2
6447 4969 4928  1.98556541 2
6448 4969 4928  5.24047646 2
6449 3990 5098  8.99913495 2
6450 3990 5098  4.77349134 2
6451 3316 3390  4.07826332 2
6452 3316 3390  6.56345076 2
6453 3820 4132  -0.94456346 2
6454 3820 4132  1.14991460 2
6455 3939 3239  3.50177158 2
6456 3939 3239  0.35681031 2
6457 3445 3922  6.95326334 2
6458 3445 3922  5.10342780 2
6459 3306 3894  11.71798465 2
6460 3306 3894  16.45937630 1
6461 4304 3604  10.96060529 1
6462 4304 3604  10.72897939 2
6463 4719 3798  -2.95289636 2
6464 4719 3798  -7.67037600 2
6465 3777 3695  11.02541403 2
6466 3777 3695  10.03320401 2
6467 5014 4926  7.15557467 2
6468 5014 4926  6.44571441 2
6469 5005 3603  0.31845220 1
6470 5005 3603  5.81096691 2
6471 3911 5075  3.79137037 1
6472 3911 5075  5.61577111 1
6473 4870 3974  0.98325543 2
6474 4870 3974  2.53193397 1
6475 3316 4509  -0.00329396 2
6476 3316 4509  1.25308633 2
6477 3522 3805  0.69207407 2
6478 3522 3805  -1.94464263 2
6479 4344 3404  1.22891615 2
6480 4344 3404  1.96736783 1
6481 3570 4184  17.06857612 2
6482 3570 4184  24.12014837 2
6483 3596 4546  6.80329862 1
6484 3596 4546  8.26528174 1
6485 4973 4042  3.77779696 2
6486 4973 4042  0.45978809 2
6487 3621 4130  1.40261150 1
6488 3621 4130  -0.30033103 2
6489 4661 4195  -0.11207347 2
6490 4661 4195  1.83494887 2
6491 3230 5041  -11.14435626 2
6492 3230 5041  -12.47011092 2
6493 3184 3714  -10.41571364 2
6494 3184 3714  -10.79514699 1
6495 4842 3512  6.95950010 2
6496 4842 3512  8.94031687 2
6497 4022 3136  2.07321478 2
6498 4022 3136  6.82537194 1
6499 4197 4806  4.26982933 2
6500 4197 4806  4.59089163 2
6501 3959 4309  21.23761293 2
6502 3959 4309  16.74100298 1
6503 3596 3809  12.08183017 2
6504 3596 3809  9.41265270 2
6505 3184 4550  0.74777091 2
6506 3184 4550  -4.71776110 2
6507 4741 4731  6.63769803 2
6508 4741 4731  3.90237125 1
6509 3576 3462  2.61455004 2
6510 3576 3462  13.20732649 1
6511 4029 4817  -2.40744907 1
6512 4029 4817  4.74720598 2
6513 4484 3942  -4.74544319 2
6514 4484 3942  0.07323678 2
6515 3963 3833  -1.88015143 1
6516 3963 3833  3.04084846 2
6517 3866 5006  6.27984366 2
6518 3866 5006  11.58941519 2
6519 3565 3326  -4.35591775 1
6520 3565 3326  -4.27638919 2
6521 4781 4873  -1.67478998 2
6522 4781 4873  -1.00906104 1
6523 4574 3795  -0.45152548 2
6524 4574 3795  6.79273379 2
6525 5005 4758  3.14185904 1
6526 5005 4758  5.03550034 1
6527 4719 4034  -1.14731434 2
6528 4719 4034  -1.69241465 2
6529 5066 4703  4.38648103 2
6530 5066 4703  2.49610428 2
6531 4567 4746  7.09331429 2
6532 4567 4746  6.55772408 2
6533 4484 3694  -1.36686732 2
6534 4484 3694  2.05131534 2
6535 4741 3612  7.97992374 2
6536 4741 3612  4.70075260 2
6537 3555 3277  2.88630931 2
6538 3555 3277  0.51891527 2
6539 4903 3543  12.84911075 2
6540 4903 3543  8.52072101 2
6541 3432 4947  2.10259458 2
6542 3432 4947  -2.86540421 1
6543 3846 4331  8.96888851 1
6544 3846 4331  8.06985906 1
6545 4969 4230  7.84379474 1
6546 4969 4230  3.81540860 2
6547 4903 3786  9.19926383 2
6548 4903 3786  14.88914082 1
6549 5066 4485  2.22869102 1
6550 5066 4485  4.46648300 2
6551 3555 3529  3.14327702 2
6552 3555 3529  -0.42594991 2
6553 4344 3850  8.27604281 1
6554 4344 3850  7.81085744 1
6555 4852 4099  8.73196783 1
6556 4852 4099  4.54824172 2
6557 3426 4358  17.56367538 1
6558 3426 4358  19.08044164 2
6559 4617 4732  9.47071600 2
6560 4617 4732  6.28434002 2
6561 4223 3195  5.62716776 2
6562 4223 3195  3.44867938 2
6563 3279 3579  -3.50187842 2
6564 3279 3579  -1.29118023 1
6565 3658 4849  4.92564313 2
6566 3658 4849  -1.42086510 2
6567 4481 4602  4.60303466 2
6568 4481 4602  9.18437974 2
6569 4095 3573  6.94096243 2
6570 4095 3573  6.80145551 2
6571 3190 4415  2.95375076 2
6572 3190 4415  -0.88273209 2
6573 4196 3352  7.22844697 2
6574 4196 3352  9.47056228 1
6575 3570 4418  5.04482818 1
6576 3570 4418  0.05476233 2
6577 4567 4647  7.43467780 1
6578 4567 4647  9.97899470 1
6579 3963 3679  3.50539137 2
6580 3963 3679  6.64783832 2
6581 3705 3647  -3.26160434 2
6582 3705 3647  -4.04278223 1
6583 3911 3893  6.90574993 2
6584 3911 3893  2.79482763 2
6585 3184 3283  2.35162930 2
6586 3184 3283  -0.67046729 2
6587 4558 3599  1.96880430 2
6588 4558 3599  -2.16213848 2
6589 3927 3122  8.00855991 2
6590 3927 3122  3.90922804 2
6591 4582 4257  -1.55917326 2
6592 4582 4257  8.87168152 2
6593 4147 4353  1.47785351 2
6594 4147 4353  1.39346404 1
6595 4558 4962  10.04877110 2
6596 4558 4962  5.35986910 2
6597 3279 3480  -7.23163600 2
6598 3279 3480  -3.53441166 2
6599 4279 3610  -0.08714067 2
6600 4279 3610  4.78341891 1
6601 4842 4360  -2.88887069 2
6602 4842 4360  -4.61702528 2
6603 4412 3158  7.14445741 1
6604 4412 3158  7.92092720 1
6605 4741 4092  4.11845802 2
6606 4741 4092  4.84344856 1
6607 3963 4260  -6.31390171 2
6608 3963 4260  -7.03338450 2
6609 4484 4133  3.15674546 2
6610 4484 4133  -3.07457311 2
6611 4135 4096  1.79155232 2
6612 4135 4096  5.46097630 2
6613 4742 3627  12.77535492 2
6614 4742 3627  10.68505786 1
6615 3866 4489  6.47089598 2
6616 3866 4489  8.22434575 2
6617 4582 4416  -0.83803272 2
6618 4582 4416  -1.47354657 2
6619 3306 4627  12.80076219 2
6620 3306 4627  11.96270854 2
6621 3200 3754  -0.72292368 2
6622 3200 3754  -1.07753813 2
6623 4056 3583  5.96585924 1
6624 4056 3583  6.78245767 1
6625 3570 3172  4.14107620 2
6626 3570 3172  6.67993741 1
6627 5054 3246  5.16338269 2
6628 5054 3246  3.19581960 2
6629 4056 4405  8.41241130 2
6630 4056 4405  8.89831037 2
6631 4822 3173  2.92514625 2
6632 4822 3173  -0.81902687 2
6633 4135 3954  6.80909254 2
6634 4135 3954  9.94194857 2
6635 4481 4837  4.16525040 2
6636 4481 4837  3.36504764 2
6637 4164 4778  -4.28314351 2
6638 4164 4778  -7.37774115 1
6639 3576 4306  4.22593739 2
6640 3576 4306  0.68231568 2
6641 3963 4047  0.07468549 2
6642 3963 4047  2.15943346 1
6643 3205 3511  -2.76594888 2
6644 3205 3511  -3.75302318 2
6645 4973 3864  9.50173275 2
6646 4973 3864  10.88006415 2
6647 3576 4935  -0.16765171 2
6648 3576 4935  0.27281463 2
6649 4905 4819  6.42591008 1
6650 4905 4819  12.03310766 1
6651 4617 4207  6.48143613 1
6652 4617 4207  17.64765098 2
6653 3316 3650  6.62562726 2
6654 3316 3650  6.09264113 2
6655 3230 3588  -2.27550633 2
6656 3230 3588  -4.98716306 1
6657 3990 3319  4.88949745 2
6658 3990 3319  1.43076990 1
6659 3205 4827  3.99759061 1
6660 3205 4827  -2.57758440 2
6661 3555 4552  0.69225812 1
6662 3555 4552  3.89409140 1
6663 5035 3262  3.65804984 2
6664 5035 3262  -2.91012391 2
6665 3205 4205  4.92716079 1
6666 3205 4205  3.72183917 2
6667 5066 3131  9.39132912 2
6668 5066 3131  8.06203886 2
6669 4822 3309  1.44602785 2
6670 4822 3309  1.05429887 2
6671 3921 4256  1.37210238 2
6672 3921 4256  -3.37350685 2
6673 4456 3848  0.08121701 2
6674 4456 3848  5.22825263 2
6675 4196 4924  9.54766889 1
6676 4196 4924  15.87757701 2
6677 4870 3668  7.41857098 2
6678 4870 3668  1.52053604 2
6679 3816 4217  0.66010460 1
6680 3816 4217  -1.98188539 2
6681 3634 4944  5.59317173 2
6682 3634 4944  10.14890167 2
6683 3230 4075  -1.60733923 1
6684 3230 4075  -0.24917151 2
6685 3816 4536  7.64801361 2
6686 3816 4536  12.42495971 2
6687 3816 4145  1.58835260 2
6688 3816 4145  3.33990075 2
6689 4582 4670  9.04176263 1
6690 4582 4670  6.84545459 2
6691 4473 3688  6.92823688 2
6692 4473 3688  1.83845247 1
6693 3570 4057  2.80136595 2
6694 3570 4057  3.84332650 2
6695 4344 4693  4.32727497 2
6696 4344 4693  5.90975321 2
6697 4344 4744  9.98987303 2
6698 4344 4744  10.68993575 2
6699 3445 4281  4.97319329 2
6700 3445 4281  8.66789970 1
6701 4621 4753  -0.28401852 2
6702 4621 4753  5.31649670 2
6703 4366 3442  -8.11891842 2
6704 4366 3442  -9.68717904 1
6705 3522 3498  2.73360626 2
6706 3522 3498  -2.74740608 2
6707 5018 3301  -0.26866267 2
6708 5018 3301  -0.14081558 2
6709 4567 4830  5.84184567 2
6710 4567 4830  6.20740344 2
6711 3777 4146  14.45938121 2
6712 3777 4146  14.44868664 2
6713 4147 4437  10.51675358 2
6714 4147 4437  12.38814252 1
6715 3363 4614  12.59527749 2
6716 3363 4614  9.22970535 2
6717 4196 4970  11.86119491 2
6718 4196 4970  13.24988563 2
6719 5014 4076  10.84786265 2
6720 5014 4076  19.41668276 1
6721 3921 4793  6.58552212 1
6722 3921 4793  5.70688705 1
6723 3705 4115  0.58867768 2
6724 3705 4115  1.42240051 2
6725 3316 5024  9.21714831 2
6726 3316 5024  4.24986247 1
6727 3555 3236  0.59849705 2
6728 3555 3236  5.58989731 2
6729 3634 3388  1.02736078 1
6730 3634 3388  2.46113955 2
6731 4172 4496  7.46793519 2
6732 4172 4496  5.18891279 1
6733 4852 3697  9.19413600 2
6734 4852 3697  10.50259455 1
6735 4095 3759  10.05410144 2
6736 4095 3759  9.75961325 1
6737 4275 3273  0.56684120 2
6738 4275 3273  -1.59556461 1
6739 4781 4433  1.48378683 2
6740 4781 4433  4.64119222 2
6741 3634 3736  9.10400982 1
6742 3634 3736  6.66748841 2
6743 4903 4616  4.04814077 2
6744 4903 4616  6.26123172 1
6745 4197 4212  -4.94820409 1
6746 4197 4212  -3.06586662 2
6747 4100 4624  7.84968249 2
6748 4100 4624  7.33191468 2
6749 3921 4835  -7.25067144 2
6750 3921 4835  -4.81310340 1
6751 3399 3862  8.19159953 2
6752 3399 3862  11.71946156 2
6753 4781 3718  1.74627813 2
6754 4781 3718  0.55910705 2
6755 4957 3265  18.84319015 1
6756 4957 3265  6.94624783 2
6757 5054 3420  0.09852263 2
6758 5054 3420  4.18830803 2
6759 4554 3267  11.82481227 2
6760 4554 3267  2.58613697 2
6761 4056 3992  8.31703137 2
6762 4056 3992  5.19681591 1
6763 3316 4674  3.59242023 2
6764 3316 4674  -1.61693107 2
6765 3921 3359  0.87571756 2
6766 3921 3359  -1.91588312 2
6767 4383 4199  4.88079336 2
6768 4383 4199  11.24315781 2
6769 3399 3708  9.27527732 2
6770 3399 3708  2.42886510 2
6771 3846 4939  3.97915767 2
6772 3846 4939  1.50683189 2
6773 4957 4475  4.24352034 1
6774 4957 4475  3.21162054 2
6775 3927 4265  6.13106546 1
6776 3927 4265  3.50613845 1
6777 4223 3523  -3.14482554 2
6778 4223 3523  -1.33052496 2
6779 3522 4711  2.56263196 2
6780 3522 4711  3.70894095 2
6781 4558 3970  -1.43305126 2
6782 4558 3970  -5.27816939 2
6783 3190 4334  4.94156311 2
6784 3190 4334  5.20785178 1
6785 3230 4833  -8.25684984 2
6786 3230 4833  -4.23961049 2
6787 3200 3936  1.16382692 2
6788 3200 3936  -2.63512732 2
6789 4558 4561  3.36051673 1
6790 4558 4561  6.09656070 1
6791 3279 4426  -7.45496169 2
6792 3279 4426  -5.19775809 2
6793 4870 4388  2.48353651 2
6794 4870 4388  5.72598461 1
6795 4870 3626  6.96719099 2
6796 4870 3626  6.52255114 2
6797 4039 4069  8.28984408 2
6798 4039 4069  10.24764742 1
6799 3963 5019  7.09189997 2
6800 3963 5019  4.69381222 2
6801 5035 4120  1.91376106 1
6802 5035 4120  3.90711376 2
6803 4973 4640  7.62244821 1
6804 4973 4640  5.18635535 2
6805 3228 3448  5.23441622 1
6806 3228 3448  4.40722113 2
6807 3570 4101  6.05534277 2
6808 3570 4101  5.31960405 2
6809 3990 4411  8.90203145 2
6810 3990 4411  5.17153383 1
6811 4172 4200  1.95450244 2
6812 4172 4200  6.90487544 2
6813 4344 3419  8.63486983 2
6814 4344 3419  9.26369314 1
6815 4852 3725  11.27665138 2
6816 4852 3725  8.98645050 1
6817 3205 4097  10.90694339 1
6818 3205 4097  8.20409789 2
6819 3194 4689  8.59671777 1
6820 3194 4689  15.00224224 2
6821 4100 3706  4.60419057 2
6822 4100 3706  4.73700391 2
6823 4973 3441  2.48423464 2
6824 4973 3441  5.18094404 2
6825 3866 4961  8.91859459 2
6826 3866 4961  9.52284530 1
6827 3400 4468  5.98471045 2
6828 3400 4468  5.85911871 2
6829 4100 4912  -3.48777729 2
6830 4100 4912  8.27456547 2
6831 4039 3682  8.19600986 1
6832 4039 3682  4.34014617 2
6833 3793 3248  -2.63246350 1
6834 3793 3248  -1.46603243 1
6835 3363 3985  -0.71003754 2
6836 3363 3985  2.07821732 1
6837 3939 4128  8.69393540 1
6838 3939 4128  8.98513979 2
6839 4781 4338  4.21059474 2
6840 4781 4338  3.53952832 1
6841 4029 4134  1.36338771 2
6842 4029 4134  -1.35001025 2
6843 3990 4857  11.75044595 2
6844 3990 4857  8.72677067 1
6845 4100 3383  -1.76810088 1
6846 4100 3383  -2.11060496 2
6847 4957 4266  -2.48129429 2
6848 4957 4266  0.66204368 2
6849 3200 3220  -1.58352445 2
6850 3200 3220  -5.73323156 2
6851 4651 4086  5.87989891 2
6852 4651 4086  9.12070450 2
6853 4617 4048  6.50603000 2
6854 4617 4048  7.79746429 2
6855 4741 3891  3.79235308 1
6856 4741 3891  2.23164583 1
6857 4383 4058  10.62107711 1
6858 4383 4058  13.87032976 1
6859 3960 4137  11.34883157 2
6860 3960 4137  11.45528265 2
6861 3194 4348  0.40764640 2
6862 3194 4348  6.02421872 2
6863 4957 4866  4.36880867 1
6864 4957 4866  5.96871940 2
6865 4781 4972  3.85570977 2
6866 4781 4972  5.91274970 2
6867 3959 4225  12.65050877 2
6868 3959 4225  10.44290793 2
6869 4223 4874  -7.13541740 1
6870 4223 4874  -11.42978922 2
6871 3200 4523  -4.12472307 2
6872 3200 4523  -3.14010809 1
6873 4822 4780  0.05750974 2
6874 4822 4780  -0.88988838 2
6875 4567 4052  4.10923106 2
6876 4567 4052  4.67551513 2
6877 3820 4805  4.13399127 2
6878 3820 4805  9.66772842 1
6879 4328 4440  2.58711312 2
6880 4328 4440  -2.75535595 2
6881 4957 4385  1.81453109 1
6882 4957 4385  0.69914461 2
6883 4275 4975  4.44392834 1
6884 4275 4975  -2.88389555 2
6885 4412 4236  5.91228502 2
6886 4412 4236  10.54910770 2
6887 3959 3775  8.69365071 2
6888 3959 3775  6.21918415 2
6889 3846 4607  2.86304746 2
6890 3846 4607  1.46264639 2
6891 3432 3118  7.21291947 2
6892 3432 3118  8.95401694 2
6893 4969 4577  -0.63170201 2
6894 4969 4577  -2.57096319 2
6895 3777 3920  5.99069344 1
6896 3777 3920  8.34683056 2
6897 4147 4067  10.67024969 2
6898 4147 4067  11.88711527 2
6899 3184 3296  -11.43384181 2
6900 3184 3296  -6.67039170 2
6901 4574 4525  1.77806146 2
6902 4574 4525  5.10031700 2
6903 3565 5030  -0.50797298 2
6904 3565 5030  5.25540795 2
6905 4719 4767  18.76774230 1
6906 4719 4767  10.87748965 2
6907 4621 5001  4.90884841 2
6908 4621 5001  5.12289901 2
6909 3190 4735  1.99239832 2
6910 3190 4735  2.31390656 2
6911 5035 3178  7.43808295 2
6912 5035 3178  7.53283993 1
6913 5018 4215  4.09516912 1
6914 5018 4215  7.35517655 2
6915 4822 4423  5.57385155 2
6916 4822 4423  9.19804413 1
6917 4842 4028  -2.08513622 2
6918 4842 4028  -0.33807495 1
6919 4056 3651  3.17480894 2
6920 4056 3651  4.82816091 1
6921 4366 3450  1.03212358 2
6922 4366 3450  5.31964871 2
6923 3911 3460  7.15835430 2
6924 3911 3460  -2.89082603 2
6925 4651 4210  5.56829910 1
6926 4651 4210  5.69842007 2
6927 3820 4434  10.56302195 2
6928 3820 4434  6.15155083 1
6929 3316 3865  6.18511658 2
6930 3316 3865  11.77149665 1
6931 4903 3745  15.10252088 2
6932 4903 3745  13.46834568 2
6933 3200 3711  -4.11855585 1
6934 3200 3711  -5.91284880 2
6935 4969 3585  12.24630586 2
6936 4969 3585  6.97803243 2
6937 3445 4664  6.11055208 1
6938 3445 4664  1.25493110 1
6939 4957 3527  0.64153725 2
6940 4957 3527  3.78314056 1
6941 4558 3347  6.05541135 2
6942 4558 3347  4.36593884 2
6943 4446 3411  14.25124712 2
6944 4446 3411  17.03148653 2
6945 4781 3878  9.35923345 2
6946 4781 3878  7.75136032 1
6947 4582 4863  -1.62037255 1
6948 4582 4863  -3.87673293 2
6949 4473 3789  5.26584130 2
6950 4473 3789  6.67268728 1
6951 4446 3680  10.08229752 2
6952 4446 3680  9.33796500 2
6953 3184 3320  -0.41322193 2
6954 3184 3320  -3.68925462 1
6955 3705 4448  2.07137264 2
6956 3705 4448  -0.74002353 1
6957 4135 3470  10.85785210 1
6958 4135 3470  8.86527639 2
6959 4446 4198  8.00464764 2
6960 4446 4198  5.52023727 2
6961 3816 4105  -0.32088380 2
6962 3816 4105  0.80082796 2
6963 4661 4797  3.36218942 2
6964 4661 4797  0.21197835 1
6965 3200 3715  -1.38412817 2
6966 3200 3715  0.63785271 2
6967 4852 4059  9.53238836 2
6968 4852 4059  10.14317813 2
6969 5035 3223  6.01943979 2
6970 5035 3223  9.58071944 2
6971 3565 4685  1.44695032 2
6972 3565 4685  3.80331573 2
6973 3634 3263  10.46301629 1
6974 3634 3263  9.78904773 2
6975 3533 4174  7.77118412 2
6976 3533 4174  8.01760536 2
6977 4582 4843  1.32026102 1
6978 4582 4843  -0.29602132 2
6979 4617 3772  11.04069079 2
6980 4617 3772  10.64298933 2
6981 4197 4838  -0.83647749 2
6982 4197 4838  3.62438599 2
6983 5018 4549  -1.90997443 2
6984 5018 4549  4.11533608 2
6985 4842 3829  -1.45660419 1
