id sire dam EBV sex
837 0 0 4.40984384 2
838 0 0 4.24867094 2
839 0 0 -0.57566121 2
840 0 0 4.59189811 2
841 0 0 -3.18602654 2
842 0 0 1.08494748 2
843 0 0 0.80757957 2
844 0 0 -1.73696494 2
845 0 0 -1.44870913 2
846 0 0 -1.81799459 2
847 0 0 1.34105706 2
848 0 0 -3.34241616 2
849 0 0 9.07751939 2
850 0 0 -2.92982604 2
851 0 0 8.24260979 2
852 0 0 -2.41244024 2
853 0 0 0.06779563 2
854 0 0 1.50714659 2
855 0 0 -4.49038581 2
856 0 0 -3.03703521 2
857 0 0 -3.49524474 2
858 0 0 3.97819503 2
859 0 0 0.53047460 2
860 0 0 0.58617551 2
861 0 0 4.13766096 2
862 0 0 -7.34670187 2
863 0 0 2.63270442 2
864 0 0 -5.08079757 2
865 0 0 7.26074461 2
866 0 0 1.61024381 2
867 0 0 1.38985848 2
868 0 0 2.75872557 2
869 0 0 5.56526635 2
870 0 0 4.88489253 2
871 0 0 -0.52872352 2
872 0 0 -6.29628993 2
873 0 0 -6.54734872 2
874 0 0 -11.20039131 2
875 0 0 -2.15808874 2
876 0 0 3.17457759 2
877 0 0 -1.87764770 2
878 0 0 1.81415250 2
879 0 0 -0.57663878 2
880 0 0 -5.09485184 2
881 0 0 -3.29240322 2
882 0 0 -4.15535990 2
883 0 0 0.71001770 2
884 0 0 7.00072102 2
885 0 0 4.82216131 2
886 0 0 1.12510838 2
887 0 0 0.91557022 2
888 0 0 -8.88351984 2
889 0 0 -7.59432341 2
890 0 0 4.79528062 2
891 0 0 4.81242495 2
892 0 0 4.02600630 2
893 0 0 8.88244244 2
894 0 0 2.40902826 2
895 0 0 2.93650498 2
896 0 0 2.44191964 2
897 0 0 -9.08564545 2
898 0 0 0.03248082 2
899 0 0 2.28179433 2
900 0 0 -0.44093250 2
901 0 0 -0.75759900 2
902 0 0 5.80262229 2
903 0 0 0.65047329 2
904 0 0 -2.27678907 2
905 0 0 0.14325545 2
906 0 0 -7.65665219 2
907 0 0 8.15827007 2
908 0 0 -2.65046438 2
909 0 0 1.37733348 2
910 0 0 -9.76019453 2
911 0 0 0.48892079 2
912 0 0 1.04902369 2
913 0 0 -2.41555873 2
914 0 0 -1.96976838 2
915 0 0 -0.32465456 2
916 0 0 -3.98363851 2
917 0 0 -6.40851152 2
918 0 0 3.16219331 2
919 0 0 4.09845170 2
920 0 0 2.66764148 2
921 0 0 -3.49992951 2
922 0 0 -0.67279573 2
923 0 0 -3.67215768 2
924 0 0 -5.44570748 2
925 0 0 2.90228704 2
926 0 0 -2.16526386 2
927 0 0 -1.40196793 2
928 0 0 -0.67468410 2
929 0 0 7.68749274 2
930 0 0 -0.63587457 2
931 0 0 8.42501932 2
932 0 0 2.94880452 2
933 0 0 2.51139164 2
934 0 0 2.50665313 2
935 0 0 -2.67881512 2
936 0 0 -2.30636265 2
937 0 0 -9.39811443 2
938 0 0 -0.96758061 2
939 0 0 -0.53214737 2
940 0 0 0.23103936 2
941 0 0 4.49168830 2
942 0 0 6.07080176 2
943 0 0 -0.32168084 2
944 0 0 5.12562638 2
945 0 0 9.56976954 2
946 0 0 3.62164648 2
947 0 0 1.68984041 2
948 0 0 -4.37351812 2
949 0 0 -0.18610287 2
950 0 0 -3.41260673 2
951 0 0 -2.64487242 2
952 0 0 -0.15056814 2
953 0 0 4.37414600 2
954 0 0 -1.14577212 2
955 0 0 0.36200433 2
956 0 0 10.90323091 2
957 0 0 0.69008453 2
958 0 0 -0.26863395 2
959 0 0 8.66676395 2
960 0 0 6.72946195 2
961 0 0 2.40836612 2
962 0 0 0.76253927 2
963 0 0 -5.32147565 2
